seal_id,raw_sequence,role_string,seq_len,core1,core2,position_core1,rel_position,left_role,right_role,has_title,has_rel,has_boundary,structural_class,verdict,confidence,verdict_reason,motif,site,interpretation
seal_279,M045 M293 M106 M334 M357 M089,START END CORE CORE CORE END,6,M106,M334,2,0.4,END,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Mohenjo-daro,COMPOUND_ENTITY
seal_279,M045 M293 M106 M334 M357 M089,START END CORE CORE CORE END,6,M334,M357,3,0.6,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Mohenjo-daro,COMPOUND_ENTITY
seal_292,M070 M123 M137 M249,START CORE CORE END,4,M123,M137,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_293,M033 M100 M359 M065,START CORE CORE END,4,M100,M359,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_304,M031 M158 M200 M125,START CORE CORE BOUNDARY,4,M158,M200,1,0.333,START,BOUNDARY,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_324,M077 M127 M388 M319 M176 M099 M087,START REL CORE CORE END END END,7,M388,M319,2,0.333,REL,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,unicorn,Chanhu-daro,COMPOUND_ENTITY
seal_351,M058 M342 M176 M156 M171 M220,START END END CORE CORE END,6,M156,M171,3,0.6,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",zebu bull,Mohenjo-daro,COMPOUND_ENTITY
seal_366,M027 M099 M354 M089 M271 M204 M227 M125,START END CORE END CORE CORE CORE BOUNDARY,8,M271,M204,4,0.571,END,CORE,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Lothal,COMPOUND_ENTITY
seal_366,M027 M099 M354 M089 M271 M204 M227 M125,START END CORE END CORE CORE CORE BOUNDARY,8,M204,M227,5,0.714,CORE,BOUNDARY,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Lothal,COMPOUND_ENTITY
seal_369,M048 M342 M148 M320 M176,END END CORE CORE END,5,M148,M320,2,0.5,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",unicorn,Mohenjo-daro,HEADLESS
seal_407,M048 M185 M362 M207 M305,END REL CORE CORE END,5,M362,M207,2,0.5,REL,END,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,zebu bull,Mohenjo-daro,HEADLESS
seal_470,M007 M059 M293 M227 M300 M106 M247 M012,START REL END CORE CORE CORE CORE END,8,M227,M300,3,0.429,END,CORE,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,tiger,Mohenjo-daro,COMPOUND_ENTITY
seal_470,M007 M059 M293 M227 M300 M106 M247 M012,START REL END CORE CORE CORE CORE END,8,M300,M106,4,0.571,CORE,CORE,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,tiger,Mohenjo-daro,COMPOUND_ENTITY
seal_470,M007 M059 M293 M227 M300 M106 M247 M012,START REL END CORE CORE CORE CORE END,8,M106,M247,5,0.714,CORE,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,tiger,Mohenjo-daro,COMPOUND_ENTITY
seal_474,M067 M209 M266 M233 M301 M267 M048,START CORE CORE END CORE END END,7,M209,M266,1,0.167,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_487,M065 M130 M143 M207 M051 M249 M185 M328,END CORE CORE CORE END END REL END,8,M130,M143,1,0.143,END,CORE,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,rhinoceros,Mohenjo-daro,HEADLESS
seal_487,M065 M130 M143 M207 M051 M249 M185 M328,END CORE CORE CORE END END REL END,8,M143,M207,2,0.286,CORE,END,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,rhinoceros,Mohenjo-daro,HEADLESS
seal_499,M007 M384 M131 M336,START CORE CORE END,4,M384,M131,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Lothal,COMPOUND_ENTITY
seal_523,M267 M259 M181 M221 M410 M278 M089,END CORE CORE CORE CORE CORE END,7,M259,M181,1,0.167,END,CORE,False,False,False,BARE_JUXTAPOSITION,EXCEPTIONAL_MULTICORE,MEDIUM,5 consecutive CORE tokens — annotation anomaly or unprecedented compound; requires expert review,unicorn,Lothal,HEADLESS
seal_523,M267 M259 M181 M221 M410 M278 M089,END CORE CORE CORE CORE CORE END,7,M181,M221,2,0.333,CORE,CORE,False,False,False,BARE_JUXTAPOSITION,EXCEPTIONAL_MULTICORE,MEDIUM,5 consecutive CORE tokens — annotation anomaly or unprecedented compound; requires expert review,unicorn,Lothal,HEADLESS
seal_523,M267 M259 M181 M221 M410 M278 M089,END CORE CORE CORE CORE CORE END,7,M221,M410,3,0.5,CORE,CORE,False,False,False,BARE_JUXTAPOSITION,EXCEPTIONAL_MULTICORE,MEDIUM,5 consecutive CORE tokens — annotation anomaly or unprecedented compound; requires expert review,unicorn,Lothal,HEADLESS
seal_523,M267 M259 M181 M221 M410 M278 M089,END CORE CORE CORE CORE CORE END,7,M410,M278,4,0.667,CORE,END,False,False,False,BARE_JUXTAPOSITION,EXCEPTIONAL_MULTICORE,MEDIUM,5 consecutive CORE tokens — annotation anomaly or unprecedented compound; requires expert review,unicorn,Lothal,HEADLESS
seal_527,M057 M284 M142 M089 M065,START CORE CORE END END,5,M284,M142,1,0.25,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Harappa,COMPOUND_ENTITY
seal_528,M058 M151 M283 M199 M249,START CORE CORE CORE END,5,M151,M283,1,0.25,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_528,M058 M151 M283 M199 M249,START CORE CORE CORE END,5,M283,M199,2,0.5,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_548,M079 M371 M308 M267 M099 M342,START CORE CORE END END END,6,M371,M308,1,0.2,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Harappa,COMPOUND_ENTITY
seal_603,M011 M373 M110 M102 M048,START CORE CORE REL END,5,M373,M110,1,0.25,START,REL,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,buffalo,Kalibangan,COMPOUND_ENTITY
seal_606,M056 M392 M104 M328 M267 M217 M162,START CORE CORE END END CORE END,7,M392,M104,1,0.167,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_650,M048 M285 M228 M414 M162 M342 M342,END CORE CORE CORE END END END,7,M285,M228,1,0.167,END,CORE,False,False,False,BARE_JUXTAPOSITION,POSSIBLE_COMPOUND,MEDIUM,"No title, no REL — unusual flanking role pattern",unicorn,Kalibangan,HEADLESS
seal_650,M048 M285 M228 M414 M162 M342 M342,END CORE CORE CORE END END END,7,M228,M414,2,0.333,CORE,END,False,False,False,BARE_JUXTAPOSITION,POSSIBLE_COMPOUND,MEDIUM,"No title, no REL — unusual flanking role pattern",unicorn,Kalibangan,HEADLESS
seal_667,M004 M267 M099 M125 M329 M187 M233,START END END BOUNDARY CORE CORE END,7,M329,M187,4,0.667,BOUNDARY,END,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",rhinoceros,Harappa,COMPOUND_ENTITY
seal_672,M041 M350 M219 M125 M294 M293,START CORE CORE BOUNDARY CORE END,6,M350,M219,1,0.2,START,BOUNDARY,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Harappa,COMPOUND_ENTITY
seal_679,M077 M105 M280 M048 M328,START CORE CORE END END,5,M105,M280,1,0.25,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Harappa,COMPOUND_ENTITY
seal_686,M018 M215 M412 M342,START CORE CORE END,4,M215,M412,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Harappa,COMPOUND_ENTITY
seal_714,M328 M270 M345 M065,END CORE CORE END,4,M270,M345,1,0.333,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",geometric,Harappa,HEADLESS
seal_748,M047 M217 M292 M336,START CORE CORE END,4,M217,M292,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_759,M059 M274 M109 M162,REL CORE CORE END,4,M274,M109,1,0.333,REL,END,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,unicorn,Harappa,HEADLESS
seal_769,M025 M259 M330 M237 M293 M112 M065,START CORE CORE REL END CORE END,7,M259,M330,1,0.167,START,REL,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,zebu bull,Mohenjo-daro,COMPOUND_ENTITY
seal_792,M066 M296 M228 M286 M125 M416 M305,START CORE CORE CORE BOUNDARY CORE END,7,M296,M228,1,0.167,START,CORE,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_792,M066 M296 M228 M286 M125 M416 M305,START CORE CORE CORE BOUNDARY CORE END,7,M228,M286,2,0.333,CORE,BOUNDARY,True,False,True,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_805,M233 M391 M089 M222 M348 M099 M249,END END END CORE CORE END END,7,M222,M348,3,0.5,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",unicorn,Mohenjo-daro,HEADLESS
seal_835,M044 M198 M298 M132 M293 M176 M249,START REL CORE CORE END END END,7,M298,M132,2,0.333,REL,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,unicorn,Harappa,COMPOUND_ENTITY
seal_836,M057 M399 M307 M220,START CORE CORE END,4,M399,M307,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Kalibangan,COMPOUND_ENTITY
seal_855,M003 M141 M228 M051,START CORE CORE END,4,M141,M228,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",tiger,Mohenjo-daro,COMPOUND_ENTITY
seal_886,M064 M194 M357 M254 M162,START CORE CORE CORE END,5,M194,M357,1,0.25,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Chanhu-daro,COMPOUND_ENTITY
seal_886,M064 M194 M357 M254 M162,START CORE CORE CORE END,5,M357,M254,2,0.5,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Chanhu-daro,COMPOUND_ENTITY
seal_917,M038 M244 M345 M051,START CORE CORE END,4,M244,M345,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Kalibangan,COMPOUND_ENTITY
seal_944,M073 M242 M278 M342 M012,START CORE CORE END END,5,M242,M278,1,0.25,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",tiger,Harappa,COMPOUND_ENTITY
seal_953,M016 M134 M270 M099 M342 M267,START CORE CORE END END END,6,M134,M270,1,0.2,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_954,M028 M140 M227 M328 M342 M176 M099 M233,START CORE CORE END END END END END,8,M140,M227,1,0.143,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Kalibangan,COMPOUND_ENTITY
seal_962,M004 M342 M242 M113 M267,START END CORE CORE END,5,M242,M113,2,0.5,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Lothal,COMPOUND_ENTITY
seal_974,M004 M140 M319 M087,START CORE CORE END,4,M140,M319,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",rhinoceros,Harappa,COMPOUND_ENTITY
seal_993,M233 M267 M391 M386 M117 M112 M220,END END END REL CORE CORE END,7,M117,M112,4,0.667,REL,END,False,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,rhinoceros,Harappa,HEADLESS
seal_994,M008 M315 M224 M342 M162,START CORE CORE END END,5,M315,M224,1,0.25,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",rhinoceros,Kalibangan,COMPOUND_ENTITY
seal_1008,M058 M197 M108 M211 M048,START CORE CORE END END,5,M197,M108,1,0.25,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",rhinoceros,Chanhu-daro,COMPOUND_ENTITY
seal_1021,M046 M347 M145 M172 M012,START REL CORE CORE END,5,M145,M172,2,0.5,REL,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,zebu bull,Chanhu-daro,COMPOUND_ENTITY
seal_1022,M014 M267 M293 M179 M150 M099 M342 M176,START END END CORE CORE END END END,8,M179,M150,3,0.429,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1029,M077 M360 M186 M328 M342 M367 M220,START CORE CORE END END END END,7,M360,M186,1,0.167,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_1060,M060 M164 M121 M129 M233,START CORE CORE CORE END,5,M164,M121,1,0.25,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1060,M060 M164 M121 M129 M233,START CORE CORE CORE END,5,M121,M129,2,0.5,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1062,M005 M262 M201 M128 M048 M171 M293,START CORE CORE REL END CORE END,7,M262,M201,1,0.167,START,REL,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,script only,Harappa,COMPOUND_ENTITY
seal_1070,M006 M288 M262 M375 M211 M267,START CORE CORE REL END END,6,M288,M262,1,0.2,START,REL,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_AFTER,LOW,REL follows pair — second CORE may begin a relational phrase,unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_1071,M067 M326 M348 M048,START CORE CORE END,4,M326,M348,1,0.333,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Mohenjo-daro,COMPOUND_ENTITY
seal_1122,M040 M137 M391 M367 M316 M204 M249,START CORE END END CORE CORE END,7,M316,M204,4,0.667,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_1150,M066 M151 M312 M187 M176,START CORE CORE CORE END,5,M151,M312,1,0.25,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1150,M066 M151 M312 M187 M176,START CORE CORE CORE END,5,M312,M187,2,0.5,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Harappa,COMPOUND_ENTITY
seal_1155,M015 M162 M211 M168 M104 M338 M087,START END END REL CORE CORE END,7,M104,M338,4,0.667,REL,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_1159,M026 M048 M102 M271 M326 M320 M293,START END REL CORE CORE CORE END,7,M271,M326,3,0.5,REL,CORE,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,unicorn,Harappa,COMPOUND_ENTITY
seal_1159,M026 M048 M102 M271 M326 M320 M293,START END REL CORE CORE CORE END,7,M326,M320,4,0.667,CORE,END,True,True,False,HAS_REL_ELSEWHERE,AMBIGUOUS_REL_BEFORE,LOW,REL precedes the pair — first CORE may be terminal of relational phrase,unicorn,Harappa,COMPOUND_ENTITY
seal_1171,M055 M162 M107 M163 M089 M220,START END CORE CORE END END,6,M107,M163,2,0.4,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",elephant,Kalibangan,COMPOUND_ENTITY
seal_1172,M045 M265 M159 M367 M305,START CORE CORE END END,5,M265,M159,1,0.25,START,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",unicorn,Mohenjo-daro,COMPOUND_ENTITY
seal_1189,M052 M391 M183 M318 M211,START END CORE CORE END,5,M183,M318,2,0.5,END,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",geometric,Lothal,COMPOUND_ENTITY
seal_1194,M342 M327 M248 M342 M176 M065,END CORE CORE END END END,6,M327,M248,1,0.2,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",unicorn,Mohenjo-daro,HEADLESS
seal_1197,M048 M267 M099 M250 M239 M190 M220,END END END CORE CORE CORE END,7,M250,M239,3,0.5,END,CORE,False,False,False,BARE_JUXTAPOSITION,POSSIBLE_COMPOUND,MEDIUM,"No title, no REL — unusual flanking role pattern",unicorn,Harappa,HEADLESS
seal_1197,M048 M267 M099 M250 M239 M190 M220,END END END CORE CORE CORE END,7,M239,M190,4,0.667,CORE,END,False,False,False,BARE_JUXTAPOSITION,POSSIBLE_COMPOUND,MEDIUM,"No title, no REL — unusual flanking role pattern",unicorn,Harappa,HEADLESS
seal_1256,M044 M389 M357 M270 M176 M220,START CORE CORE CORE END END,6,M389,M357,1,0.2,START,CORE,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Mohenjo-daro,COMPOUND_ENTITY
seal_1256,M044 M389 M357 M270 M176 M220,START CORE CORE CORE END END,6,M357,M270,2,0.4,CORE,END,True,False,False,TITLE_NO_REL,ANNOTATION_CANDIDATE,HIGH,"Title present, no relational bridge — second CORE likely mislabelled suffix/END",buffalo,Mohenjo-daro,COMPOUND_ENTITY
seal_1274,M391 M367 M416 M304 M099 M342 M293,END END CORE CORE END END END,7,M416,M304,2,0.333,END,END,False,False,False,BARE_JUXTAPOSITION,PROBABLE_COMPOUND,HIGH,"No title, no REL, flanked by END markers — genuine juxtaposition compound",script only,Lothal,HEADLESS
